"code";"text";"pt3";"pos"
"7110";"DRIVAXEL BAK VÄ-HÖ";"Drive shaft";"Rear Left Right"
"7111";"DRIVAXEL BAK VÄ";"Drive shaft";"Rear Left"
"7112";"DRIVAXEL BAK HÖ";"Drive shaft";"Rear Right"
"7113";"DRIVKNUT BAK";"Driving shaft";"Rear"
"7114";"AXELTAPP FRAM/BAK";"Axle pivot";""
"7115";"MEDBRINGARE BAK";"Companion flange";"Rear"
"7116";"NAV BAK";"Hub rear";"Rear"
"7117";"DRIVAXELTAPP BAK YTTRE";"Drive shaft pivot";"Rear Outer"
"7118";"STÖTDÄMPARE BAK";"Shock absorbers rear";"Rear"
"7119";"BAKAXELBALK";"Rear axle beam";""
"7120";"BÄRARM BAK VÄ-HÖ";"Trailing link";"Left Right"
"7121";"BÄRARM BAK VÄ";"Trailing link";"Left"
"7122";"BÄRARM BAK HÖ";"Trailing link";"Right"
"7123";"DRIVAXEL DAMASK";"Drive shaft gaiter";""
"7124";"BAKRAM/FÄSTBALK/TVÄRBALK";"Rear frame / Mounting beam";""
"7125";"KRÄNG.TVÄRSTAG BAK";"Anti-Roll Cross bar";"Rear"
"7126";"KRÄNGNINGSHÄMMARE BAK";"Anti-Roll system";"Rear"
"7127";"BÄRARM BAK ÖVRE VÄ";"Trailing link";"Rear Upper Left"
"7128";"BÄRARM BAK ÖVRE HÖ";"Trailing link";"Rear Upper Right"
"7129";"STYRVÄXEL DAMASK";"Steering rack gaiter";""
"7130";"STYRVÄXEL BAK";"Steering rack Rear";"Rear"
"7131";"HJULLAGERHUS-SPINDEL VÄ BAK";"Wheel bearing spindle shaft";"Rear Left"
"7132";"HJULLAGERHUS-SPINDEL HÖ BAK";"Wheel bearing spindle shaft";"Rear Right"
"7133";"BLADFJÄDERHÄNKE FRAM";"Bladfjäderhänke fram";""
"7134";"BLADFJÄDERHÄNKE BAK";"Bladfjäderhänke bak";""
"7135";"KRÄNGNINGSHÄMMARSTAG FRAM";"Krängningshämmarstag";"Front"
"7136";"KRÄNGNINGSHÄMMARSTAG BAK";"Krängningshämmarstag";"Rear"
"7140";"BAKAXEL";"Rear axle";""
"7141";"BAKAXELKÅPA";"Rear axle cap";""
"7143";"MOTOR ELEKTRISK BAK";"Motor Elektrisk Bak";""
"7144";"STYRENHET ELEKTRISK BAKVÄXEL";"Bakväxel Elektrisk Styrenhet";""
"7145";"BAKVÄXEL/DIFF.";"Rear gear / Diff.";""
"7146";"BROMSSKÖLD BAK";"Brake shield";"Rear"
"7149";"REPARATIONS KIT DÄCK";"Reparations kit däck";""
"7150";"HJUL";"Wheel (Tire and Rim) 1 pc";""
"7151";"HJUL RESERVHJUL MINITYP";"Tire Spare Tile Miniature type";""
"7152";"SOMMARDÄCK MED FÄLG";"Rim with Summer tires 1 pc";""
"7153";"VINTERDÄCK MED FÄLG";"Rim with Winter tires 1 pc";""
"7154";"KOMPRESSOR DÄCK";"Kompressor Däck";""
"7155";"DÄCK";"Tires other";""
"7156";"KILOMETERSKATTERÄKNARE";"Kilometer tax calculator";""
"7160";"SOMMARDÄCK ALUM.FÄLG 4ST";"Aluminum Rim with Summer tires 4 pc";""
"7161";"SOMMARDÄCK PLÅT.FÄLG 4ST";"Plate Rim with Summer tires 4 pc";""
"7162";"VINTERDÄCK ALUM.FÄLG 4ST";"AluminiumRim with Winter tires 4 pc";""
"7163";"VINTERDÄCK PLÅT.FÄLG 4ST";"Plate Rim with Winter tires 4 pc";""
"7164";"SPACER / SPACER HJUL";"Spacer / Spacer Hjul";""
"7199";"BAKVAGN ÖVRIGT";"Other Vehicle rear";""
"7200";"MOTORKÅPA";"Engine casing";""
"7201";"MOTOR BENSIN";"Engine Gasoline";""
"7202";"TOPPLOCK DIESEL";"Cylinder Head Diesel";""
"7203";"EGR FOT";"EGR Foot";""
"7204";"VIPPARMSBRYGGA/VIPPARM";"Rocker arm bridge / Rocker arm";""
"7205";"MOTORBLOCK";"Engine block";""
"7206";"TOPPLOCK BENSIN";"Cylinder Head Fuel";""
"7207";"VEVAXEL";"Crankshaft";""
"7208";"KOLV/STAKE";"Piston / Rod";""
"7209";"FÖRGASARANSLUTNING/FOT";"Carburator connection / Foot";""
"7210";"VATTENPUMP";"Coolant pump";""
"7211";"VATTENPUMPSHUS/LOCK";"Coolant pump housing / Cape";""
"7212";"EGR STYRVENTIL";"EGR Steering valve";""
"7213";"TERMOSTATHUS/LOCK";"Thermostat housing / Cap";""
"7214";"EGR VAKUUMFÖRSTÄRKARE";"EGR Vacuum amplifier";""
"7215";"EGR VENTIL";"EGR Valve";""
"7216";"EGR RÖR";"EGR Pipe";""
"7217";"PULSAIRRÖR";"Pulse air pipe";""
"7218";"PULSAIR BACKVENTIL";"Pulse air rear valve";""
"7219";"FÖRG.INSPRUTNINGSENHET";"Carburators Injection unit";""
"7220";"FÖRGASARE";"Carburators";""
"7221";"REMSPÄNNARE";"Belt buckles";""
"7222";"REMSKIVA";"Pulley";""
"7223";"KAMAXEL";"Cam axle";""
"7224";"KAMAXELHUS";"Cam axle housing";""
"7225";"FÖRDELARE";"Distributors";""
"7226";"OLJEFILTERHÅLLARE";"Oil filter holder";""
"7227";"OLJEKYLARE MOTOR";"Oil cooler (various)";""
"7228";"OLJEPUMP MOTOR";"Oil pump";""
"7229";"OLJETRÅG";"Sump";""
"7230";"SVÄNGHJUL MAN";"Fly Wheel Manual";""
"7231";"SVÄNGHJUL AUT";"Fly Wheel Automat";""
"7232";"KAMREM/TRANSMISSIONSKÅPA";"Cam belt / Transmission cap";""
"7233";"VENTILKÅPA";" valve cap";""
"7234";"BRÄNSLEFILTER/HÅLLARE";"Fuel filter / Holder";""
"7235";"BRÄNSLEPUMP MEKANISK";"Fuel pump mechanical";""
"7236";"BRÄNSLEPUMP ELEKTRISK";"Fuel pump electric";""
"7237";"STYRTRYCKSVENTIL/VÄRME";"Steering pressure valve / Heating";""
"7238";"BRÄNSLE FÖRVÄRMN.VENTIL";"Pre heating valve";""
"7239";"INJ.SPJÄLLHUSKONTAKT";"Throttle housing Contact ";""
"7240";"GRENRÖR KOMBINERAT INSUG/AVGAS";"Exhaust manifold Comb. Exhaust / Inlet";""
"7241";"GRENRÖR INSUG.";"Exhaust manifold inlet";""
"7242";"GRENRÖR AVGAS";"Exhaust manifold";""
"7243";"FÖRDELARLOCK";"Distributor lid";""
"7244";"VIBRATIONSDÄMPARE";"Vibration dampers";""
"7245";"LUFTRENARE";"Air purifier";""
"7246";"LUFTSPJÄLLHUS/TROTTELHUS";"Air throttle housing / Throttle housing";""
"7247";"INJ.LUFTMASSAMÄTARE";"Mass air-flow sensor";""
"7248";"INJ.TILLSATSLUFTSLID";"Supplementary air valve";""
"7249";"INJ.TOMGÅNGSSTABILISATOR";"Idle stabilizer";""
"7250";"BRÄNSLE INSP.PUMP BENSIN";"Fuel injection pump";""
"7251";"INJ.SPRIDARE";"Deliverer";""
"7252";"BRÄNSLE INSP.PUMP DIESEL";"Diesel injection pump";""
"7253";"INJ.BRÄNSLEFÖRDELARE";"Fuel distributor";""
"7254";"KOMPRESSOR REMDRIVEN";"Compressor Belt driven";""
"7255";"TURBOAGGREGAT";"Turbo aggregate";""
"7256";"WASTEGATEVENTIL";"Wastegate valve";""
"7257";"TURBOOLJERÖR";"Turbo oil line";""
"7258";"HJÄLPAXEL/MELLANAXEL";"Assting axle / Inter axle";""
"7259";"LADDLUFT/INTERCOOLERRÖR/SLANG";"Load air / Intercooler Pipe";""
"7260";"LADDLUFT/INTERCOOLER KYL.";"Load air / Intercooler";""
"7261";"TURBOVATTENRÖR";"Turbo water line";""
"7262";"MOTORFÄSTE";"Motor Bracket";""
"7263";"MOTORKUDDE";"Motor cushion";""
"7264";"INJ.MAPPSENSOR";"Mapp Sensor";""
"7265";"INJ.LUFTMÄNGDMÄTARE";"Air-flow sensor";""
"7266";"VEVHUSVENTILATION SLANG/RÖR";"Crankcase hose/line";""
"7267";"INJ.SPRIDARRÖR";"Delivery tube";""
"7268";"INJ.KNACKSENSOR";"Knock sensor";""
"7269";"VAKUUMVENTIL";"Vacuum valve";""
"7270";"VAKUUMPUMP";"Vacuum pump";""
"7271";"LUFTPUMP/AVGASRENING";"Air pump / Exhaust cleaning";""
"7272";"INJ INSUGSRÖR/SLANG";"Rubber bellow / Tube";""
"7273";"INJ. BRÄN.TRYCKSREGULATOR";"Fuel pressure regulator";""
"7274";"VEVAXEL PACKBOXHÅLLARE";"Crank shaft gasket holder";""
"7275";"INJ.SPJÄLLHUS";"Throttle Housing";""
"7276";"GIVARE VARVTAL/TÄNDLÄGE";"Transmitters RPM / Ignition mode";""
"7277";"BALANSAXEL";"Balance shaft";""
"7278";"TÄNDNING FÖRKOPPLINGSMOTSTÅND";"Ignition resistor";""
"7279";"TÄNDKABELSATS";"Ignition cable set";""
"7280";"MOTOR DIESEL";"Engine Diesel";""
"7281";"GLÖDSTIFT";"Spark plug";""
"7282";"KICK MC";"Kick";""
"7283";"REGULATOR MC";"Regulator";""
"7284";"STATOR LINDNING MC";"Strator Coil";""
"7285";"MOTORKÅPA VÄ MC";"Engine Cover Left";""
"7286";"MOTORKÅPA HÖ MC";"Engine Cover Right";""
"7287";"SVÄNGHJUL/STATOR MC";"Svänghjul/Stator MC";""
"7288";"BALANSAXELHUS";"Balansaxelhus";""
"7289";"FÖRG./BÄLG/RÖR MOT LUFTR.";"Carburators / Bellows / Air drum pipe";""
"7290";"AC KOMPRESSOR";"AC Compressor";""
"7291";"TERMOSTAT";"Thermostat";""
"7292";"MAGNETVENTIL LADDTRYCK";"Solenoid valve turbo charge";""
"7293";"MOTOR OLJERÖR/SLANG";"Oil line/hose Engine";""
"7294";"VÄXELLÅDA OLJERÖR/SLANG MAN";"Gearbox oil line/hose";""
"7295";"HYBRIDCONVERTER";"Hybrid converter";""
"7296";"GASSPJÄLLSDÄMPARE";"Gasspjällsdämpare";""
"7297";"INJ. SPRIDARRÖR SATS";"Injection line";""
"7298";"INJ. ÖVRIGT";"Injection Other";""
"7299";"MOTOR ÖVRIGT";"Other Engine";""
"7300";"LUFTRENARE ÖVRIGT";"Luftrenare Övrigt";""
"7301";"FÖRDELARE VAKUUMREGULATOR";"Distributors Vacuum regulator";""
"7302";"MOTOR ELEKTRISK FRAM";"Motor Elektrisk Fram";""
"7303";"KABELHÄRVA HÖGSPÄNNING";"Högspänningskabel";""
"7304";"INJ. VIRVELSPJÄLL";"Virvelspjäll";""
"7305";"NJ.VIRVELSPJÄLL STÄLLMOTOR";"Virvelspjäll Ställmotor";""
"7306";"VAKUUMTANK";"Vakuumtank";""
"7307";"RESONATORRÖR";"Resonatorrör";""
"7308";"INJ. FUELRAIL";"Fuelrail";""
"7309";"REGLERMOTOR WASTEGATE";"Wastegate Reglermotor";""
"7310";"STYRENHET STRÅLKASTARE";"Control unit Xenon";""
"7311";"LADDKABEL ELBIL";"Laddkabel Elbil";""
"7340";"OLJEPUMP KAMAXELKEDJA";"Oil pump cam chain";""
"7387";"LÅS ÖVRIGT";"Lås Övrigt";""
"7388";"CENTRALÅSMOTOR MOTORHUV";"Centrallåsmotor Motorhuv";""
"7389";"USB CONNECTION";"USB Connection";""
"7390";"STYRENHET/RELÄ STOLSVÄRME";"Stolsvärme styrenhet/relä";""
"7391";"RELÄ EXTRALJUS";"Relay driving light";""
"7392";"RELÄ SIGNALHORN";"Relay horn";""
"7393";"MULTIFUNKTIONSDISPLAY";"Multifunktionsdisplay";""
"7394";"FJÄRRKONTROLL MULTIMEDIA";"Fjärrkontroll Multimedia";""
"7395";"MULTIMEDIA ÖVRIGT";"Multimedia Övrigt";""
"7396";"MIKROFON";"Mikrofon";""
"7397";"STRÖMSTÄLLARE LARM";"Larm Strömställare";""
"7398";"RATTLÅS / TÄNDLÅS ELEKTRISK";"Steering/Ignition lock";""
"7399";"FJÄRRKONTROLL LARM/CENTRALLÅS";"Centrallås Fjärrkontroll";""
"7400";"IR-MOTTAGARE LARM";"IR mottagare Larm";""
"7401";"KRETSKORT";"Circuit board";""
"7402";"RELÄ TORKARMOTOR";"Wiper arm motor relay";""
"7403";"STYRENHET/RELÄ KYLFLÄKT";"Kylfläkt styrenhet/relä";""
"7404";"RELÄ ELRUTA";"Electric window relay";""
"7405";"GENERATOR";"Alternator";""
"7406";"RELÄ LADDNING";"Charger relay";""
"7407";"RELÄ START";"Start relay";""
"7408";"RELÄ BRÄNSLEPUMP";"Fuel pump relay";""
"7409";"RELÄ GLÖDTRÅDSVAKT";"Filament monitor relay";""
"7410";"STARTMOTOR BENSIN";"Starter Gasoline";""
"7411";"GENERATOR/STARTMOTOR HYBRID";"Generator/Startmotor Hybrid";""
"7412";"STARTMOTOR DIESEL";"Starter Diesel";""
"7413";"RELÄ STARTSPÄRR";"Start-block relay";""
"7414";"RELÄ BACKLJUS";"Tail light relay";""
"7415";"TORKARMOTOR VINDRUTA";"Wiper motor Windshield";""
"7416";"TORKARMOTOR BAKLUCKA";"Wiper motor rear hatch";""
"7417";"RELÄ GLÖDNING DIESEL";"Ignition Diesel relay";""
"7418";"STYRENHET/RELÄ TORKARE";"Torkare styrenhet/relä";""
"7419";"RELÄ FARTHÅLLARE";"Cruise control relay";""
"7420";"RELÄ ABS";"ABS relay";""
"7421";"RELÄ LARM";"Alarm relay";""
"7422";"RELÄ CENTRAL";"Relay central";""
"7423";"FÖNSTERHISSATS MANUELL";"Window regulator";""
"7424";"CENTRALLÅSSATS";"Central locking set";""
"7425";"SPOLARPUMP VINDRUTA";"Washer pump Windshield";""
"7426";"SOLENOID";"Solenoid";""
"7427";"RELÄ FÖNSTERHISS";"Window regulator relay ";""
"7428";"CENTRALLÅS VAKUUMPUMP";"Central locking vacuum pump";""
"7429";"CENTRALLÅSMOTOR HUVUD.";"Central locking motor main";""
"7430";"KABELHÄRVA";"Actuator loom";""
"7431";"CENTRALLÅSMOTOR VÄ";"Central locking motor";"Left"
"7432";"CENTRALLÅSMOTOR HÖ";"Central locking motor";"Right"
"7433";"CENTRALLÅSMOT. BAKLUCKA";"Central locking motor rear hatch";""
"7434";"CENTRALLÅSMOT. TANKLUCKA";"Central locking motor tank latch";""
"7435";"SÄKRINGSDOSA/ELCENTRAL";"Fuse box / Electricity central";""
"7436";"SIGNALHORN";"Signal horn";""
"7437";"RELÄ ÖVRIGT";"Other relay";""
"7438";"RELÄ BLINKERS";"Indicators relay";""
"7439";"RELÄ LJUS";"Light relay";""
"7440";"TÄNDLÅS";"Steering wheel lock / Ignition lock";""
"7441";"SPAKCENTRAL";"Lever central";""
"7442";"STRÖMSTÄLLARE LJUS/GOLV";"High beam / Half light Switches Floor";""
"7443";"SPAK BLINKERS/LJUSOMK.";"Indicator Levers / Light switch";""
"7444";"SPAK LJUS/SPOLOMK.";"Lever Light / Washer switch";""
"7445";"SPAK TORKAR/SPOLOMK.";"Lever Wiper / Washer switch";""
"7446";"STRÖMSTÄLLARE LJUS";"Light Switches";""
"7447";"STRÖMSTÄLLARE FLÄKT";"Fan Switches";""
"7448";"STRÖMSTÄLLARE ELHISS";"Electric lift Switches ";""
"7449";"STRÖMSTÄLLARE SPEGEL";"Mirror Switches";""
"7450";"TÄNDSPOLE";"Coil";""
"7451";"RELÄ VARNINGSBLINKERS";"Hazard light relay";""
"7452";"FÄRDDATOR";"Bordcomputer";""
"7453";"STRÖMSTÄLLARE ÖVRIGT";"Other Switches";""
"7454";"RATTLÅSKONTAKTDON";"Steering wheel lock Contact unit";""
"7455";"BILLARM";"Car alarm";""
"7456";"RELÄ OVERDRIVE";"Overdrive relay";""
"7457";"SPAK KONSOL/FÄSTE";"Lever Console / Bracket";""
"7458";"SPAK/RATTREGLAGE RADIO/STEREO";"Controlls steering wheel Radio/Stereo";""
"7459";"GIVARE LADDLUFTSTRYCK";"Load air pressure transmitters";""
"7460";"GIVARE TANK";"Tank transmitters";""
"7461";"GIVARE TEMPERATUR VATTEN";"Temperature transmitters";""
"7462";"GIVARE OLJETRYCK";"Oil pressure transmitters";""
"7463";"INJ.LAMBDASOND";"Lambda probe";""
"7464";"GIVARE HASTIGHETSMÄTARE";"Speedometer transmitters";""
"7465";"TOMGÅNGSMUNSTYCKE/VENTIL";"Idle Nozzle /  valve";""
"7466";"INJ.KALLSTARTSVENTIL";"Cold start valve";""
"7467";"STYRENHET FARTHÅLLARE";"Cruise control unit";""
"7468";"STYRENHET VÄXELLÅDA";"Gear Box Control unit";""
"7469";"GLÖDTRÅDSVAKT";"Failure sensor";""
"7470";"STYRENHET INSPRUT BENSIN";"Injection Control unit";""
"7471";"STYRENHET TÄNDNING";"Ignition Control unit";""
"7472";"STYRENHET FÖRGASARE";"Carburators Control unit";""
"7473";"STYRENHET STYRSERVO";"Power steering Control unit";""
"7474";"STYRENHET AVGASRENING";"Exhaust cleaning Control unit";""
"7475";"STYRENHET ABS";"ABS Control unit";""
"7476";"STYRENHET TAL";"Speech Control unit";""
"7477";"STYRENHET APC";"APC Control unit";""
"7478";"TÄNDMODUL";"Ignition module";""
"7479";"STYRENHET ANTISPINN/SLADD";"ASC Control unit";""
"7480";"STRÖMSTÄLLARE ELRUTA";"Electric window Switches ";""
"7481";"STRÖMSTÄLLARE VARNINGS.";"Hazard light Switches";""
"7482";"STRÖMSTÄLLARE DIMMER";"Dimmer Switches";""
"7483";"RELÄ CENTRALLÅS";"Central lock relay";""
"7484";"STYRENHET PARKERINGSHJÄLP";"Parking Control unit";""
"7485";"STYRENHET CENTRALLÅS";"Central lock Control unit";""
"7486";"STYRENHET KUPEVÄRME";"Coupé heating Control unit";""
"7487";"STYRENHET INSPRUT DIESEL";"Insp.pump Diesel Control unit";""
"7488";"STYRENHET INSUG MC";"Control unit inlet";""
"7489";"CDI BOX MC";"CDI Box";""
"7490";"BATTERI";"Battery";""
"7491";"SENSOR TPMS / DÄCKKONTROLL";"Sensor tire pressure";""
"7492";"TÄNDKASSETT";"Ignition cassette";""
"7493";"SENSOR ÖVRIGT";"Other Sensor";""
"7494";"GIVARE ÖVRIGT";"Other transmitters";""
"7495";"FARTHÅLLARE";"Cruise Control";""
"7496";"GIVARE FARTHÅLLARE";"Cruise control transmitters";""
"7497";"FARTHÅLL. LÄGESKONTAKT";"Cruise Control Contact ";""
"7498";"STYRENHET ÖVRIGT";"Other Control unit ";""
"7499";"EL ÖVRIGT";"Other Electricity details ";""
"7500";"KOMFORT STYRDON";"Komfort Styrdon";""
"7501";"GIVARE ACCELARATION";"Sensor acceleration";""
"7502";"GIVARE KOPPLINGSPEDAL";"Sensor clutch";""
"7503";"GIVARE RATTUTSLAG";"Sensor steering";""
"7504";"GIVARE YTTERTEMPARATUR";"Sensor outer temperature";""
"7505";"SENSOR LARM";"Sensor glass breakage";""
"7506";"GIVARE LÄGES BROMSPEDAL";"Bromspedal lägesgivare";""
"7507";"GIVARE TEMP/TRYCK AVGAS";"Avgas temperaturgivare";""
"7508";"GIVARE XENON/LJUSHÖJDSREGLERING";"Ljusinställning lägesgivare";""
"7509";"STYRENHET VÄXLINGSENHET";"Växlingsenhet Styrenhet";""
"7510";"STYRENHET PARK.BROMS EPB";"Styrenhet Parkeringsbroms EPB";""
"7511";"STYRENHET NYCKELLÖST SYSTEM";"Nyckellöst System Styrenhet";""
"7512";"STYRENHET START/STOPP";"Start/Stopp Styrenhet";""
"7513";"STYRENHET ELMOTOR";"Elmotor Styrenhet";""
"7514";"STYRENHET MULTIMEDIA";"Multimedia Styrenhet";""
"7515";"STYRENHET STOLREGLERING";"Stolreglering Styrenhet";""
"7516";"STYRENHET BATTERI";"Batteri Styrenhet";""
"7517";"SENSOR DÖRR BAKLUCKA ÖPPNA/STÄNG";"Dörr Baklucka Öppna/Stäng Sensor";""
"7518";"STYRENHET BLUETOOTH";"Bluetooth Styrenhet";""
"7519";"STYRENHET CAB/SUFFLETT";"Cab/Sufflett Styrenhet";""
"7520";"STYRENHET DIAGNOSGRÄNSSNITT/GATEWAY";"Diagnosgränssnitt/Gateway Styrenhet";""
"7601";"BROMS. HUVUDCYLINDER";"Main cylinder";""
"7602";"BROMSVÄTSKEBEHÅLLARE";"Fluid containers";""
"7603";"BROMSLJUSKONTAKT";"Brake light contact";""
"7604";"BROMSRÖR/SLANG";"Brake pipe / Brake hose";""
"7605";"BROMSSERVO";"Brake servo";""
"7606";"BROMS. VARNINGSVENTIL";"Warning valve";""
"7607";"BROMSSERVO BACKVENTIL";"Brake servo check valve";""
"7608";"BROMS.TRYCKACKUMULATOR";"Pressure accumulator";""
"7609";"BROMS.HJULCYLINDER";"Wheel cylinder";""
"7610";"BROMSSKIVA FRAM";"Brake disc";"Front"
"7611";"BROMSOK FRAM VÄ";"Brake Caliper";"Front Left"
"7612";"BROMSOK FRAM HÖ";"Brake Caliper";"Front Right"
"7613";"BROMSVÄTSKEBEHÅLLARE LOCK";"Bromsvätskebehållare lock";""
"7614";"BROMSTRUMMA FRAM";"Brake drum";"Front"
"7615";"HYDRAULAGGREGAT ASC";"ASC Hydraulic Aggregate";""
"7616";"ANTI DIVE HÖ MC";"Anti Dive Right";""
"7617";"ANTI DIVE VÄ MC";"Anti Dive Left";""
"7618";"BROMSSTAG FRAM MC";"Brake support Front";""
"7619";"BROMSSTAG BAK MC";"Brake support Rear";""
"7620";"BROMSSKIVA BAK";"Brake disc";"Rear"
"7621";"BROMSOK BAK VÄ";"Brake Caliper";"Rear Left"
"7622";"BROMSOK BAK HÖ";"Brake Caliper";"Rear Right"
"7624";"BROMSOKSHÅLLARE";"Caliper Bracket";""
"7625";"BROMSTRUMMA BAK";"Brake drum";"Rear"
"7626";"BROMSVAJER";"Brake wire";""
"7627";"BROMSBACK TRUMBROMS";"Brake shoes";""
"7628";"BROMSBACK HANDBROMS";"Handbrake brake pads";""
"7629";"GASPEDAL";"Gas pedal";""
"7630";"PEDALSTÄLL";"Pedal switch";""
"7631";"BROMSPEDAL";"Brake pedal";""
"7632";"KOPPLINGSPEDAL";"Clutch pedal";""
"7633";"VÄXELPEDAL MC";"Gear pedal";""
"7634";"BROMSFÖRDELNINGSVENTIL/BLOCK";"Bromsfördelningsventil/block";""
"7635";"BROMSKRAFTREGULATOR";"Brake intensity regulator";""
"7636";"BROMSOKSMOTOR / STÄLLMOTOR BAK HÖ";"Bromsoksmotor / Ställmotor Bak";"Right"
"7637";"BROMSOKSMOTOR / STÄLLMOTOR BAK VÄ";"Bromsoksmotor / Ställmotor Bak";"Left"
"7639";"LASTAVKÄNNINGSDON";"Load sensor unit";""
"7640";"ABS HYDRAULPUMP";"ABS Hydraulic pump";""
"7645";"ABS HYDRAULAGGREGAT";"ABS Hydraulic Aggregate";""
"7646";"ABS SENSOR";"Sensor ABS";""
"7647";"ABS KRANS";"Sprocket ABS";""
"7650";"ANTISPINN MOTOR";"Anti-spin Engine";""
"7699";"BROMS ÖVRIGT";"Other brake details";""
"7700";"VÄXELLÅDA TRONIC";"Gear Box Tiptronic";""
"7701";"VÄXELLÅDA MAN. 4 VXL";"Gear Box 4 Speed";""
"7702";"VÄXELLÅDA MAN. 5 VXL";"Gear Box 5 Speed";""
"7703";"VÄXELLÅDA MAN. MED EL.ÖVERVÄXEL";"Gear Box with overdrive";""
"7704";"VÄXEL FÖRDELNINGSLÅDA";"Gear distributor box";""
"7705";"VÄXELLÅDA AUTOMAT";"Automatic gear";""
"7706";"VÄXELLÅDA MAN. 6 VXL";"Gear Box 6 Speed";""
"7707";"CONVERTER";"Converter";""
"7708";"VÄXELLÅDA AUT KOPPLINGSKÅPA";"Clutch housing (Automatic gearbox)";""
"7709";"MELLANAXEL STÖDLAGER";"Inter axle support bearing";""
"7710";"MELLANAXEL KOMP.";"Inter axle Compl.";""
"7711";"MELLANAXEL FRÄMRE";"Inter axle";"Front"
"7712";"MELLANAXEL MITT";"Inter axle";"Middle"
"7713";"MELLANAXEL BAKRE";"Inter axle";"Rear"
"7714";"MELLANAXEL GUMMIKNUT";"Inter axle Rubber joint";""
"7715";"VÄXELSPAK";"Gear lever";""
"7716";"VÄXELSPAKSDAMASK";"Gear lever damask";""
"7717";"VÄXELREGLAGE / VAJER";"Gear regulator";""
"7718";"VÄXELLÅDSLOCK";"Gear Box Cover";""
