"code";"SV";"DE";"pos"
"9327";"DIM 225/65-17";"DIM 225/65-17";""
"9328";"DIM 235/35-20";"DIM 235/35-20";""
"9329";"DIM 245/40-17";"DIM 245/40-17";""
"9330";"DIM 225/45-19";"DIM 225/45-19";""
"9331";"DIM 255/60-18";"DIM 255/60-18";""
"9332";"DIM 265/65-17";"DIM 265/65-17";""
"9333";"DIM 185/50-16";"DIM 185/50-16";""
"9334";"DIM 265/60-18";"DIM 265/60-18";""
"9335";"DIM 225/35-19";"DIM 225/35-19";""
"9336";"DIM 225/65-18";"DIM 225/65-18";""
"9337";"DIM 225/55-18";"DIM 225/55-18";""
"9338";"DIM 255/45-20";"DIM 255/45-20";""
"9339";"DIM 235/65-18";"DIM 235/65-18";""
"9340";"DIM 275/55-17";"DIM 275/55-17";""
"9341";"DIM 255/50-19";"DIM 255/50-19";""
"9342";"DIM 255/40-19";"DIM 255/40-19";""
"9343";"DIM 235/55-19";"DIM 235/55-19";""
"9344";"DIM 205/55-17";"DIM 205/55-17";""
"9345";"DIM 215/45-16";"DIM 215/45-16";""
"9346";"DIM 175/50-15";"DIM 175/50-15";""
"9347";"DIM 205/65-16C";"DIM 205/65-16C";""
"9348";"DIM 215/65-16C";"DIM 215/65-16C";""
"9349";"DIM 235/40-19";"DIM 235/40-19";""
"9350";"DIM 125/70-19";"DIM 125/70-19";""
"9351";"DIM 135/70-15";"DIM 135/70-15";""
"9352";"DIM 145/55-15";"DIM 145/55-15";""
"9353";"DIM 145/60-20";"DIM 145/60-20";""
"9354";"DIM 145/65-15";"DIM 145/65-15";""
"9355";"DIM 145/80-19";"DIM 145/80-19";""
"9356";"DIM 155/60-15";"DIM 155/60-15";""
"9357";"DIM 155/70-14";"DIM 155/70-14";""
"9358";"DIM 155/70-19";"DIM 155/70-19";""
"9359";"DIM 155/80-19";"DIM 155/80-19";""
"9360";"DIM 165/60-15";"DIM 165/60-15";""
"9361";"DIM 165/60-20";"DIM 165/60-20";""
"9362";"DIM 165/65-15";"DIM 165/65-15";""
"9363";"DIM 165/80-15";"DIM 165/80-15";""
"9364";"DIM 175/55-15";"DIM 175/55-15";""
"9365";"DIM 175/60-14";"DIM 175/60-14";""
"9366";"DIM 175/75-16";"DIM 175/75-16";""
"9367";"DIM 175/80-14";"DIM 175/80-14";""
"9368";"DIM 175/80-19";"DIM 175/80-19";""
"9369";"DIM 185/55-16";"DIM 185/55-16";""
"9370";"DIM 195/40-14";"DIM 195/40-14";""
"9371";"DIM 195/40-17";"DIM 195/40-17";""
"9372";"DIM 195/45-15";"DIM 195/45-15";""
"9373";"DIM 195/55-20";"DIM 195/55-20";""
"9374";"DIM 195/80-15";"DIM 195/80-15";""
"9375";"DIM 215/50-18";"DIM 215/50-18";""
"9376";"DIM 225/35-20";"DIM 225/35-20";""
"9377";"DIM 225/40-19";"DIM 225/40-19";""
"9378";"DIM 225/50-18";"DIM 225/50-18";""
"9379";"DIM 225/55-19";"DIM 225/55-19";""
"9380";"DIM 235/30-20";"DIM 235/30-20";""
"9381";"DIM 235/40-20";"DIM 235/40-20";""
"9382";"DIM 235/45-19";"DIM 235/45-19";""
"9383";"DIM 235/45-20";"DIM 235/45-20";""
"9384";"DIM 235/50-17";"DIM 235/50-17";""
"9385";"DIM 235/50-19";"DIM 235/50-19";""
"9386";"DIM 235/55-20";"DIM 235/55-20";""
"9387";"DIM 235/60-20";"DIM 235/60-20";""
"9388";"DIM 235/65-19";"DIM 235/65-19";""
"9389";"DIM 235/70-15";"DIM 235/70-15";""
"9390";"DIM 235/70-17";"DIM 235/70-17";""
"9391";"DIM 235/75-16";"DIM 235/75-16";""
"9392";"DIM 245/30-20";"DIM 245/30-20";""
"9393";"DIM 245/30-21";"DIM 245/30-21";""
"9394";"DIM 245/35-18";"DIM 245/35-18";""
"9395";"DIM 245/35-20";"DIM 245/35-20";""
"9396";"DIM 245/35-21";"DIM 245/35-21";""
"9397";"DIM 245/40-19";"DIM 245/40-19";""
"9398";"DIM 245/40-20";"DIM 245/40-20";""
"9399";"DIM 245/45-19";"DIM 245/45-19";""
"9400";"DIM 245/45-20";"DIM 245/45-20";""
"9401";"DIM 245/50-18";"DIM 245/50-18";""
"9402";"DIM 245/50-20";"DIM 245/50-20";""
"9403";"DIM 245/55-19";"DIM 245/55-19";""
"9404";"DIM 255/30-19";"DIM 255/30-19";""
"9405";"DIM 255/30-20";"DIM 255/30-20";""
"9406";"DIM 255/30-21";"DIM 255/30-21";""
"9407";"DIM 255/35-20";"DIM 255/35-20";""
"9408";"DIM 255/35-21";"DIM 255/35-21";""
"9409";"DIM 255/40-17";"DIM 255/40-17";""
"9410";"DIM 255/40-21";"DIM 255/40-21";""
"9411";"DIM 255/45-19";"DIM 255/45-19";""
"9412";"DIM 255/50-20";"DIM 255/50-20";""
"9413";"DIM 255/55-17";"DIM 255/55-17";""
"9414";"DIM 255/55-19";"DIM 255/55-19";""
"9415";"DIM 255/55-20";"DIM 255/55-20";""
"9416";"DIM 265/30-19";"DIM 265/30-19";""
"9417";"DIM 265/30-20";"DIM 265/30-20";""
"9418";"DIM 265/30-21";"DIM 265/30-21";""
"9419";"DIM 265/30-22";"DIM 265/30-22";""
"9420";"DIM 265/35-19";"DIM 265/35-19";""
"9421";"DIM 265/35-20";"DIM 265/35-20";""
"9422";"DIM 265/35-21";"DIM 265/35-21";""
"9423";"DIM 265/35-22";"DIM 265/35-22";""
"9424";"DIM 265/40-18";"DIM 265/40-18";""
"9425";"DIM 265/40-20";"DIM 265/40-20";""
"9426";"DIM 265/40-21";"DIM 265/40-21";""
"9427";"DIM 265/40-22";"DIM 265/40-22";""
"9428";"DIM 265/45-19";"DIM 265/45-19";""
"9429";"DIM 265/45-20";"DIM 265/45-20";""
"9430";"DIM 265/50-19";"DIM 265/50-19";""
"9431";"DIM 265/50-20";"DIM 265/50-20";""
"9432";"DIM 275/30-19";"DIM 275/30-19";""
"9433";"DIM 275/30-20";"DIM 275/30-20";""
"9434";"DIM 275/30-21";"DIM 275/30-21";""
"9435";"DIM 275/35-18";"DIM 275/35-18";""
"9436";"DIM 275/35-19";"DIM 275/35-19";""
"9437";"DIM 275/35-20";"DIM 275/35-20";""
"9438";"DIM 275/35-21";"DIM 275/35-21";""
"9439";"DIM 275/35-22";"DIM 275/35-22";""
"9440";"DIM 275/40-19";"DIM 275/40-19";""
"9441";"DIM 275/40-21";"DIM 275/40-21";""
"9442";"DIM 275/40-22";"DIM 275/40-22";""
"9443";"DIM 275/45-18";"DIM 275/45-18";""
"9444";"DIM 275/45-19";"DIM 275/45-19";""
"9445";"DIM 275/45-20";"DIM 275/45-20";""
"9446";"DIM 275/45-21";"DIM 275/45-21";""
"9447";"DIM 275/50-19";"DIM 275/50-19";""
"9448";"DIM 275/50-20";"DIM 275/50-20";""
"9449";"DIM 275/55-19";"DIM 275/55-19";""
"9450";"AVGASPORT REGLERENHET SNÖSKOTER";"Avgasport reglerenhet";""
"9451";"BACKLARM MC/SNÖS.";"Backlarm";""
"9452";"BACKVÄXEL SNÖSKOTER";"Backväxel";""
"9453";"BUKSKYDD SNÖSKOTER";"Balja";""
"9454";"BOGGIE SNÖSKOTER";"Boggie";""
"9455";"BOGGIEDETALJER ÖVRIGT SNÖSKOTER";"Boggiedetaljer Övrigt";""
"9456";"BOGGIEHJUL/AXEL SNÖSKOTER";"Boggiehjul / Axel";""
"9457";"BROMSOK SNÖSKOTER";"Bromsok Snöskoter";""
"9458";"BROMSSKIVA SNÖSKOTER";"Bromsskiva Snöskoter";""
"9459";"CYLINDER/KOLV MC/SNÖS.";"Cylinder / Kolv";""
"9460";"DREV MC/SNÖS.";"Drev";""
"9461";"DRIVHJUL SNÖSKOTER";"Drivhjul";""
"9462";"FOTSTEGSFÖRSTÄRKNING SNÖSKOTER";"Fotstegsförstärkning";""
"9463";"FÄSTE STYRE MC/SNÖS.";"Fäste styre";""
"9464";"HANDTAGSVÄRMARE MC/SNÖS.";"Handtagsvärmare";""
"9465";"STRÖMST. HANDTAGSVÄRMARE SNÖSKOTER";"Strömställare handtagsvärmare";""
"9466";"INDIKERINGSLAMPA MC/SNÖS.";"Indikeringslampa";""
"9467";"INSUGSLJUDDÄMPARE MC/SNÖS.";"Insugsljuddämpare";""
"9468";"HUV SNÖSKOTER";"Huv Skoter";""
"9469";"LUFTINTAG MC/SNÖS.";"Luftintag";""
"9470";"LUFTPUMP FJÄDRING MC/SNÖS.";"Luftpump fjädring";""
"9471";"MAGNAPULL/STARTAPPARAT SNÖSKOTER";"Magnapull / Startapparat";""
"9472";"NÖDSTOPP SNÖSKOTER";"Nödstopp";""
"9473";"STRÖMSTÄLLARE NÖDSTOPP SNÖSKOTER";"Strömställare nödstopp";""
"9474";"OLJETANK MC/SNÖS.";"Oljetank";""
"9475";"PRIMER PUMP SNÖSKOTER";"Primer pump";""
"9476";"REEDVENTIL MC/SNÖS.";"Reedventil";""
"9477";"REFLEX/SIDOMARKERING MC/SNÖS.";"Reflex / Sidomarkering";""
"9478";"RYGGSTÖD/SISSYBAR MC/SNÖS.";"Ryggstöd / Sissybar";""
"9479";"SIDOKÅPA VÄ SNÖSKOTER";"Sidokåpa vä";""
"9480";"SIDOKÅPA HÖ SNÖSKOTER";"Sidokåpa Hö";""
"9481";"SKIDA VÄ SNÖSKOTER";"Skida Vä";""
"9482";"SKIDA HÖ SNÖSKOTER";"Skida Hö";""
"9483";"SLIDES/ SLIDESSKENA SNÖSKOTER";"Slides / Slidesskena";""
"9484";"STRÅLKASTARSARG / KÅPA MC/SNÖS.";"Strålkastarsarg / Kåpa";""
"9485";"STYRBEKLÄDNAD SNÖSKOTER";"Styrbeklädnad";""
"9486";"STYRDAMASK SNÖSKOTER";"Styrdamask";""
"9487";"STYRFÖRHÖJARE MC/SNÖS.";"Styrförhöjare";""
"9488";"STYRHOOK SNÖSKOTER";"Styrhook";""
"9489";"STYRSTÅL SNÖSKOTER";"Styrstål";""
"9490";"STYRSTÅNG SNÖSKOTER";"Styrstång";""
"9491";"STYRSTÅNGSHÅLLARE SNÖSKOTER";"Styrstångshållare";""
"9492";"TÄNDPLATTA MC/SNÖS.";"Tändplatta";""
"9493";"VARIATOR PRIMÄR SNÖSKOTER";"Variator primär";""
"9494";"VARIATOR SEKUNDÄR SNÖSKOTER";"Variator sekundär";""
"9495";"VARIATORSKYDD SNÖSKOTER";"Variatorskydd";""
"9496";"CENTRALLÅS MOTOR MC";"Centrallås Motor MC";""
"9497";"CENTRALLÅS ÖVRIGT MC";"Centrallås Övrigt MC";""
"9499";"SNÖSKOTER DELAR ÖVRIGT";"Snöskoter delar övrigt";""
"9500";"MC DELAR ÖVRIGT";"Övrigt";""
"9501";"STYRE KOMPL MC/SNÖS.";"Styre Kompl";""
"9502";"HANDTAGSSKYDD MC/SNÖS.";"Handtagsskydd MC/Snöskoter";""
"9503";"STYRE VÄ MC";"Styre Vä";""
"9504";"STYRE HÖ MC";"Styre Hö";""
"9505";"EL REGLAGE VÄ MC/SNÖS.";"El Reglage Vä";""
"9506";"EL REGLAGE HÖ MC/SNÖS.";"El Reglage Hö";""
"9507";"HANDTAGSHUS VÄ MC";"Handtagshus Vä";""
"9508";"HANDTAGSHUS HÖ MC";"Handtagshus Hö";""
"9509";"GASHANDTAG MC/SNÖS.";"Gashandtag";""
"9510";"KOPPLINGSHANDTAG MC/SNÖS.";"Kopplingshandtag";""
"9511";"BROMSHANDTAG MC/SNÖS.";"Bromshandtag";""
"9512";"STYRVIKTER MC";"Styrvikter";""
"9513";"STARTKNAPP MC";"Startknapp";""
"9514";"AIRBAG MC";"Airbag MC";""
"9515";"AIRBAG SENSOR MC";"Airbag Sensor MC";""
"9517";"FÖRGASARE/BRYGGA MC/SNÖS.";"Förgasare/Brygga MC";""
"9520";"TANKKÅPA MC/SNÖS.";"Tankkåpa MC/Snöskoter";""
"9521";"KÅPA FRONT MC";"Kåpa Front";""
"9522";"VISIR/TOPPKÅPA MC";"Visir/Toppkåpa";""
"9523";"KÅPA FRAM VÄ MC";"Kåpa Fram Vä";""
"9524";"KÅPA FRAM HÖ MC";"Kåpa Fram Hö";""
"9525";"KÅPSTÄLLNING MC";"Kåpställning";""
"9526";"KÅPA BAKRE MC";"Kåpa Bakre";""
"9527";"KÅPA BAKRE VÄ MC";"Kåpa Bakre Vä";""
"9528";"KÅPA BAKRE HÖ MC";"Kåpa Bakre Hö";""
"9529";"KÅPSPOILER MC";"Kåpspoiler";""
"9530";"KÅPSPOILER FRÄMRE MC";"Kåpspoiler Främre";""
"9531";"KÅPSPOILER VÄ MC";"Kåpspoiler Vä";""
"9532";"KÅPSPOILER HÖ MC";"Kåpspoiler Hö";""
"9535";"FRAMSKÄRM KOMPL MC";"Framskärm Kompl";""
"9536";"FRAMSKÄRM FRÄMRE MC";"Framskärm Främre";""
"9537";"FRAMSKÄRM BAKRE MC";"Framskärm Bakre";""
"9538";"FRAMSKÄRMSTAG MC";"Framskärmstag";""
"9545";"BAKSKÄRM KOMPL MC";"Bakskärm Kompl";""
"9546";"BAKSKÄRM FRÄMRE MC";"Bakskärm Främre";""
"9547";"BAKSKÄRM BAKRE MC";"Bakskärm Bakre";""
"9548";"BAKSKÄRMSTAG MC";"Bakskärmstag";""
"9549";"CHASSI STAG ÖVRIGT";"Chassi Stag Övrigt MC/Snöskoter";""
"9550";"LYFTBÅGE BAK SNÖSKOTER";"Lyftbåge Bak MC/Snöskoter";""
"9555";"PAKETHÅLLARE MC/SNÖS.";"Pakethållare";""
"9556";"PACKVÄSKA/HÅLLARE VÄ MC";"Packväxka/Hållare Vä";""
"9557";"PACKVÄSKA/HÅLLARE HÖ MC";"Packväxka/Hållare Hö";""
"9558";"PACKVÄSKA / TOPPBOX SEP. MC";"Toppbox/Hållare";""
"9560";"SADEL/DYNA MC/SNÖS.";"Sadel";""
"9561";"SADEL FRÄMRE MC";"Sadel Främre";""
"9562";"SADEL BAKRE MC";"Sadel Bakre";""
"9563";"SADELBÅGE/HÅLLARE MC/SNÖS.";"Sadelbåge/Hållare";""
"9564";"HANDTAG PASSAGERARE MC/SNÖS.";"Handtag Bak";""
"9571";"FOTPINNE FRAM VÄ MC";"Fotpinne Fram Vä";""
"9572";"FOTPINNE FRAM HÖ MC";"Fotpinne Fram Hö";""
"9573";"FOTPINNE BAK VÄ MC";"Fotpinne Bak Vä";""
"9574";"FOTPINNE BAK HÖ MC";"Fotpinne Bak Hö";""
"9575";"FOTPINNE FÄSTE MC";"Fotpinne Fäste MC";""
"9576";"FOTPINNE PLATTA FRAM MC";"Fotpinne Platta Fram";""
"9577";"FOTPINNE PLATTA FRAM VÄ";"Fotpinne Platta Fram Vä";""
"9578";"FOTPINNE PLATTA FRAM HÖ";"Fotpinne Platta Fram Hö";""
"9580";"FOTPINNE PLATTA BAK MC";"Fotpinne Platta Bak";""
"9581";"FOTPINNE PLATTA BAK VÄ";"Fotpinne Platta Bak Vä";""
"9582";"FOTPINNE PLATTA BAK HÖ";"Fotpinne Platta Bak Hö";""
"9583";"FOTSKYDD VÄ MC";"Fotskydd Vä";""
"9584";"FOTSKYDD HÖ MC";"Fotskydd Hö";""
"9585";"SIDOSTÖD MC";"Sidostöd";""
"9586";"SIDOSTÖDSKONTAKT MC";"Sidostödskontakt";""
"9587";"CENTRALSTÖD MC";"Centralstöd";""
"9591";"KYL VÄ MC";"Kyl Vä";""
"9592";"KYL HÖ MC";"Kyl Hö";""
"9593";"KYL OLJERÖR MC";"Kyl Oljerör MC";""
"9599";"DRIVMATTA SNÖS.";"Drivmatta Snöskoter";""
"9600";"DREVKÅPA MC";"Drevkåpa";""
"9601";"DREVHÅLLARE MC";"Drevhållare";""
"9602";"DREVPLATTA MC";"Drevplatta";""
"9603";"STARTMOTORDREV MC";"Startmotordrev MC";""
"9604";"TURBO MC";"Turbo MC";""
"9605";"KEDJA / DRIVREM MC";"Kedja";""
"9606";"KEDJESKYDD MC";"Kedjeskydd";""
"9607";"KEDJESTRÄCKARE MC";"Kedjesträckare";""
"9608";"SKYDDSPLÅT MOTOR MC";"Skyddsplåt Motor MC";""
"9609";"SKYDDSBÅGE MOTOR MC";"Skyddsbåge Motor MC";""
"9610";"RYCKUTJÄMNARE MC";"Ryckutjämnare";""
"9611";"REMSKYDD VÄ MC";"Remskydd Vä";""
"9612";"REMSKYDD HÖ MC";"Remskydd Hö";""
"9613";"KARDANAXEL MC";"Kardanaxel";""
"9614";"HJULAXEL FRAM MC";"Hjulaxel Fram";""
"9615";"HJULAXEL BAK MC";"Hjulaxel Bak";""
"9616";"KARDAN SLUTVÄXEL MC";"Kardan Slutväxel MC";""
"9618";"VARVRÄKNARE VAJER MC";"Varvräknare";""
"9619";"HAST.MÄTARDRIVNING MC/SNÖS.";"Hastighetesmätardrivning";""
"9620";"HJUL FRAM MC";"Hjul Fram";""
"9621";"HJUL BAK MC";"Hjul Bak";""
"9622";"DÄCK FRAM MC";"Däck Fram";""
"9623";"DÄCK BAK MC";"Däck Bak";""
"9624";"FÄLG FRAM MC";"Fälg Fram";""
"9625";"FÄLG BAK MC";"Fälg Bak";""
"9628";"BOGGIE BÄRARM BAKRE SNÖS.";"Boggie Bärarm Bakre Snöskoter";""
"9629";"BOGGIE BÄRARM FRÄMRE SNÖS.";"Boggie Bärarm Främre Snöskoter";""
"9630";"GAFFEL KOMPL MC";"Gaffel Kompl";""
"9631";"GAFFELKRONA KOMPL MC";"Gaffelkrona Kompl";""
"9632";"GAFFELKRONA ÖVRE MC";"Gaffelkrona Övre";""
"9633";"GAFFELKRONA NEDRE MC";"Gaffelkrona Nedre";""
"9635";"GAFFELBEN SEP. VÄ MC";"Gaffelben Separat Vä";""
"9636";"GAFFELBEN SEP. HÖ MC";"Gaffelben Separat Hö";""
"9637";"BOGGIE STÖTDÄMPARE FRÄMRE SNÖS.";"Boggie Stötdämpare Främre Snöskoter";""
"9638";"BOGGIE STÖTDÄMPARE BAKRE SNÖS.";"Boggie Stötdämpare Bakre Snöskoter";""
"9639";"STÖTDÄMPARE FRAM MC/SNÖS.";"Stötdämpare Fram MC";""
"9640";"STÖTDÄMPARE BAK LÄNKAGE MC";"Stötdämpare Bak Länkage MC";""
"9641";"STÖTDÄMPARE BAK VÄ MC";"Stötdämpare Bak Vä";""
"9642";"STÖTDÄMPARE BAK HÖ MC";"Stötdämpare Bak Hö";""
"9643";"BROMSHUVUDCYLINDER FRAM MC";"Bromscylinder Fram";""
"9644";"BROMSHUVUDCYLINDER BAK MC";"Bromscylinder Bak";""
"9645";"BROMSSKIVA FRAM VÄ MC";"Bromsskiva Fram Vä ";""
"9646";"BROMSSKIVA FRAM HÖ MC";"Bromsskiva Fram Hö";""
"9647";"BROMSSKIVA BAK VÄ MC";"Bromsskiva Bak Vä";""
"9648";"BROMSSKIVA BAK HÖ MC";"Bromsskiva Bak Hö";""
"9649";"BROMSOK BAK MC";"Bromsok Bak";""
"9650";"SVING MC";"Sving";""
"9651";"SVING KOMPL MC";"Sving Kompl";""
"9652";"SVINGAXEL MC";"Svingaxel";""
"9653";"SVINGFÄSTE MC";"Svingfäste";""
"9654";"SVINGLOCK MC";"Svinglock";""
"9655";"BROMS OLJEBEHÅLLARE BAK MC";"Bromsoljebehållare Bak MC";""
"9656";"BROMS OLJEBEHÅLLARE FRAM MC";"Bromsoljebehållare Fram MC";""
"9669";"BAKLJUS FÄSTE/HÅLLARE MC";"Bakljus Fäste/Hållare MC";""
"9670";"BAKLJUS KOMPL MC/SNÖS.";"Bakljus Kompl";""
"9671";"BAKLJUSGLAS MC";"Bakljusglas";""
"9672";"BAKLJUSHÅLLARE MC/SNÖS.";"Bakljushållare";""
"9673";"BLINKERS BAK KOMPL VÄ MC";"Blinkers Bak Kompl Vä";""
"9674";"BLINKERS BAK KOMPL HÖ MC";"Blinkers Bak Kompl Hö";""
"9675";"BLINKERSGLAS BAK VÄ MC";"Blinkersglas Bak Vä";""
"9676";"BLINKERSGLAS BAK HÖ MC";"Blinkersglas Bak Hö";""
"9677";"BLINKERSHUS BAK VÄ MC";"Blinkershus Bak Vä";""
"9678";"BLINKERSHUS BAK HÖ MC";"Blinkershus Bak Hö";""
"9679";"STRÅLKASTARE FÄSTE MC";"Strålkastare Fäste MC";""
"9680";"STRÅLKASTARGLAS MC";"Strålkastarglas MC";""
"9690";"SLÄP GALLER/GRINDAR";"Galler/Grindar släp";""
"9691";"HÄSTSLÄP TILLBEHÖR ÖVRIGT";"Tillbehör Övrigt hästsläp";""
"9692";"HÄSTSLÄP TILLBEHÖR KAROSS";"Tillbehör Kaross hästsläp";""
"9693";"HÄSTSLÄP FÖNSTER/TAKLUCKA";"Fönster/Taklucka hästsläp";""
"9694";"HÄSTSLÄP SADELKAMMARE";"Sadelkammare hästsläp";""
"9695";"HÄSTSLÄP MELLANVÄGG";"Mellanvägg hästsläp";""
"9696";"HÄSTSLÄP BOMMAR";"Bommar hästsläp";""
"9697";"HÄSTSLÄP SKÖTARDÖRR";"Skötardörr hästsläp";""
"9698";"HÄSTSLÄP GALLER";"Galler hästsläp";""
"9699";"HÄSTSLÄP SPARKSKYDD";"Sparkskydd hästsläp";""
"9700";"HUSV VÄRMEVÄXLARE";"Värmeväxlare husvagn";""
"9701";"HUSV VÄRMEPANNA";"Värmepanna";""
"9702";"HUSV VARMVATTENBEREDARE";"Varmvattenberedare";""
"9703";"HUSV CIRKULATIONSPUMP";"Cirkulationspump";""
"9704";"HUSV TAKLUCKA";"Taklucka";""
"9705";"HUSV TILLBEHÖR VÄRMEPANNA";"Tillbehör Värmepanna";""
"9706";"HUSV SKÅP/LUCKA";"Skåp/Lucka";""
"9707";"HUSV BORD/BENSTÄLLNING";"Bord/Benställning";""
"9708";"HUSV SPIS/VASK";"Spis/Vask";""
"9709";"KYLSKÅP";"Kylskåp";""
"9710";"HUSV KÖKSFLÄKT";"Köksfläkt";""
"9711";"HUSV DYNGRUPP";"Dynor";""
"9712";"HUSV TOAKASSETT";"Toakassett";""
"9713";"HUSV BATTERILADDARE";"Batteriladdare";""
"9714";"HUSV AXEL";"Axel";""
"9715";"HUSV PÅSKJUTSBROMS";"Påskjutsbroms";""
"9716";"HUSV KULHANDSKE";"Kulhandske";""
"9717";"HUSV TÄLT/TÄLTPINNAR";"Tält/Tältpinnar";""
"9718";"HUSV MANÖVERPANEL";"Manöverpanel";""
"9719";"HUSV FÄRSKVATTENTANK";"Färskvattentank";""
"9720";"HUSV AVLOPPSTANK/PÅSE";"Avloppstank/Påse";""
"9721";"HUSV KOFFERT/LUCKA";"Koffert/Lucka";""
"9722";"HUSV STÖDHJUL";"Stödhjul";""
"9723";"HUSV STÖDBEN";"Stödben";""
"9724";"HUSV GASOLTUB";"Gasoltub";""
"9725";"HUSV GASOLKLOCKA";"Gasolklocka";""
"9726";"HUSV GASOLRÖR/SLANT";"Gasolrör/Slant";""
"9727";"HUSV GASOLKRAN/VENTIL";"Gasolkran/Ventil";""
"9728";"HUSV SÄNG";"Säng";""
"9729";"HUSV ANTENN/PARABOL";"Antenn/Parabol";""
"9730";"HUSV TAKFLÄKT";"Takfläkt";""
"9731";"HUSV LUFTKOND/AC";"Luftkonditionering/AC";""
"9732";"HUSV STEGE/LASTRÄCKE";"Stege/Lasträcke";""
"9733";"HUSV ELPATRON";"Elpatron";""
"9734";"HUSV VATTENPUMP";"Vattenpump";""
"9735";"HUSV ÖVRIGT 12-VOLT";"Övrigt 12-Volt";""
"9736";"HUSV ÖVRIGT 230-VOLT";"Övrigt 230-Volt";""
"9737";"HUSV VATTENKRAN";"Vattenkran";""
"9738";"HUSV BELYSNING";"Belysning";""
"9739";"HUSV TRAPPA";"Trappa";""
"9740";"HUSV DÖRR";"Dörr";""
"9741";"HUSV LÅS";"Lås";""
"9742";"HUSV VENTIL";"Ventil";""
"9743";"HUSV KOMPLETT CHASSI";"Komplett Chassi";""
"9744";"HUSV BROMSTRUMMA";"Bromstrumma";""
"9745";"HUSV MARKIS";"Markis";""
"9746";"HUSV BAKLJUS LIKSIDIG";"Husvagns Bakljus Liksidig";""
"9747";"HUSV BAKLJUS VÄ";"Husvagns Bakljus Vä";""
"9748";"HUSV BAKLJUS HÖ";"Husvagns Bakljus Hö";""
"9749";"HUSV FÖNSTER KASSETT";"Fönster kassett";""
"9750";"HUSV FÖNSTER FÖR GUMMILIST";"Husvagns Fönster med gummilist";""
"9751";"HUSV FÖNSTER HÄNGFÖNSTER";"Husvagns Fönster hängfönster";""
"9752";"HUSV TILLBEHÖR KÖK";"Husvagns Tillbehör Kök";""
"9753";"HUSV TILLBEHÖR TOALETT";"Husvagns Tillbehör Toalett";""
"9754";"HUSV TILLBEHÖR KAROSS";"Husvagns Tillbehör Kaross";""
"9755";"HUSV TILLBEHÖR ÖVRIGT";"Husvagns Tillbehör Övrigt";""
"9756";"HUSV SÄKERHETSUTRUSTNING";"Husvagns Säkerhetsutrustning";""
"9757";"HUSV INREDNING ÖVRIGT";"Husvagns Inredning Övrigt";""
"9758";"HUSV KAROSS ÖVRIGT";"Husvagns Kaross Övrigt";""
"9759";"HUSV TILLBEHÖR KYLSKÅP";"Tillbehör Kylskåp";""
"9760";"HUSV SPIS/UGN";"Spis";""
"9761";"HUSV VASK";"Vask";""
"9762";"HUSV MARKIS TILLBEHÖR";"Tillbehör Markis";""
"9763";"HUSV TOA/FÖRVARINGS LUCKA";"Toa/Förvarings Lucka";""
"9764";"HUSV SÄNG TILLBEHÖR";"Sängtillbehör";""
"9765";"HUSV BAKLJUSSARG";"Bakljussarg husvagn";""
"9766";"HUSV SOLPANEL";"Solpanel";""
"9767";"MICRO";"Micro";""
"9801";"ABS MAGNETVENTIL LASTBIL";"ABS Magnetventil Lastbil";""
"9802";"AVGASBROMS LASTBIL";"Avgasbroms Lastbil";""
"9803";"BAKAXELBRYGGA LASTBIL";"Bakaxelbrygga Lastbil";""
"9804";"BOGGIE AXEL LASTBIL";"Boggie Axel Lastbil";""
"9805";"BROMSKLOCKA BOGGIE LASTBIL";"Bromsklocka Boggie Lastbil";""
"9806";"BROMSKLOCKA DRIVAXEL LASTBIL";"Bromsklocka Drivaxel Lastbil";""
"9807";"BROMSKLOCKA FRAM LASTBIL";"Bromsklocka Fram Lastbil";""
"9808";"BROMSNYCKEL DRIVAXEL LASTBIL";"Bromsnyckel Drivaxel Lastbil";""
"9809";"BROMSNYCKELAXEL DRIVAXEL LASTBIL";"Bromsnyckelaxel Drivaxel Lastbil";""
"9810";"BROMSREGLERINGSVENTIL TRAILER";"Bromsregleringsventil Trailer";""
"9811";"BROMSRELÄVENTIL LASTBIL";"Bromsreläventil Lastbil";""
"9812";"BROMSSKÖLD DRIVAXEL LASTBIL";"Bromssköld Drivaxel Lastbil";""
"9813";"CYLINDERFODER LASTBIL";"Cylinderfoder Lastbil";""
"9814";"FJÄDER GUMMISTOPP LASTBIL";"Fjäder Gummistopp Lastbil";""
"9815";"FJÄDERBULT DRIVAXEL LASTBIL";"Fjäderbult Drivaxel Lastbil";""
"9816";"FJÄDERBULT FRAM LASTBIL";"Fjäderbult Fram Lastbil";""
"9817";"FJÄDERFÄSTE LASTBIL";"Fjäderfäste Lastbil";""
"9818";"FJÄDERKRAMPOR LASTBIL";"Fjäderkrampor Lastbil";""
"9819";"HYDRAULCYLINDER LASTBIL";"Hyttcylinder Lastbil";""
"9820";"HYDRAULLIK ÖVRIGT LASTBIL";"Hydraullik Övrigt Lastbil";""
"9821";"HYDRAULPUMP LASTBIL";"Hydraulpump Lastbil";""
"9822";"HYDRAULSLANG LASTBIL";"Hydraulslang Lastbil";""
"9823";"HYDRAULTANK LASTBIL";"Hydraultank Lastbil";""
"9824";"HYDRAULVENTIL LASTBIL";"Hydraulventil Lastbil";""
